identifiant;titre
3103;Saint-Tropez
3104;Nature morte
3105;Environ de Grenoble
3106;Etang
3107;Mare
3108;Bateau de pêche
3109;Anémones
3110;Giroflées
3111;Marguerites
5348;Triel
5910;Paris
5911;Marine
5912;Marine
5913;Paysage
5914;Paysage
5915;La plage
8625;Bords de Seine
1790;Le petit ramoneur (esquisse pour bureau)
1791;"Des fleurs ""comme ça"""
1792;Différents types (H. A. P.)
5297;"2 Bas relief pour la Chapelle du Paquebot ""Normandie"""
5298;1 photographie de l'Aute de la Chapelle
4512;Nocturne
4513;L'appel du large
9161;Thème antique (1944)
424;Portrait de vieux Périgourdin
425;Portrait d'une brave paysanne
426;La Vallée de la Vézène le matin (Les Eyzies)
427;Vieille maison fleurie
428;Les châtaigniers
429;Le matin sur la lande
430;"Brantôme ; étude"
7754;Buste de fillette (Plâtre patiné)
7755;Buste d'homme (Plâtre)
8086;Portrait de M. D… (Plâtre patiné)
8087;Alain (Plâtre patiné)
8088;Portrait de jeune fille (Plâtre)
8911;Portrait de Michel D…
9315;Buste
9316;République
9472;Jeunesse
9640;Portrait de Raymond W…, buste plâtre patiné
9783;Buste de M. R. G.
9784;Buste de Caroline
5847;Peinture
7375;Nature morte. Zinnias
7376;Fleurs
7377;Tulipes
7378;Bord de Garonne
7379;Portrait
7380;Bretagne
7381;Gujan
7382;Docks
7383;La Teste
7384;Monotype
7385;Monotype
7386;Monotype
7387;Monotype
7388;Monotype
7389;Monotype
7756;Paysage
7757;Nu
8076;Nature morte aux pommes
8077;Nature morte au lièvre
8078;Nu au fauteuil
8079;Dos
8080;Espagnole
8081;Paysage
8082;Portrait de M. B…
8083;Lot
8084;Enfant
8085;Enfant
9034;Tapisserie d'Aubusson
8411;Les oliviers
1973;Spleen
1974;Dieu marin
3112;Bateaux au port
3113;Débardeur
3114;Pêcheuse assise dans les dunes
3115;Trois femmes au coin de la rue
3116;Femme à la fenêtre
8778;Paysage
8779;Paysage
8780;Femme couchée
1982;Intimité
8409;Pygmalion
3855;Maison basque à Sarre
3856;La Garonne et Saint-Louis
3857;Marée basse Bassin d'Arcachon
3858;Orio (Espagne) le soir
3859;Saint-Jean-de-Luz
7390;Fleurs
7391;Mon jardin sous la neige
7392;Nature morte
7393;Les bords du Bassin aux Jacquets
7758;Paysage
7759;La plage de St-Jean-de-Luz
8089;Nature morte au pot vert
8090;Nature morte au pot blanc
8091;Les Jacquets. Temps d'orage
8092;Piquey. Le grand coin (le soir)
8093;Emile Brunet en 1942. Souvenir des Jacquets
8309;Femme au puits
8310;Aux Jacquets
8311;Le Clown
8473;Femme dans sa chambre
8474;Les filets (bassin d'Arcachon)
8569;Mascarade
8710;Maternité
8912;Nature morte
9035;Paysage d'automne
9317;Les détroqueurs (Bassin d'Arcachon)
9473;Figure
9474;Nature morte
9641;Les parqueurs sur le bassin d'Arcachon le soir
9785;Le canard
9786;Paysage
1132;Préférences
1133;Jacynthes
1134;Anémones
2002;Planche 107
2003;Planche 117
2494;La femme fatale
2495;37° à l'ombre
2496;Dans la lumière dorée
2497;Dans la brume légère d'un matin d'été
2498;Le modèle
3117;Soucis
3118;Anémones
2499;L'arsenal à Toulon
2500;Femme cousant
3119;Tulipes
3120;Œillets d'Inde
3121;Tête de femme
3122;Tête de femme
3123;Espagnole
3124;A Tunis
3125;Cinéraires
3849;Saint-Georges-de-Didonne
3850;Falaises de Susac
3851;Cauterets (Route de la Fruittière)
3852;Nu
3853;Tête de femme
3854;Zinnias
9118;Nymphe
9119;Découverte
9120;La femme
9121;Buste
9122;Empreinte
8763;Nature morte
8764;Nature morte
8765;Nature morte
3126;Coucher de soleil dans la lande
3127;Paysage landais
3128;Bords du courant de Mimizan
1135;Flèches de soleil, rue Achard
1136;Printemps : route de Camarsac
1137;Matinée, rue Achard
1793;Etude, rue Achard
1794;Etude, rue Achard
1795;Etude, rue Achard
1796;Allée, chemin de la Palue
9123;Gouache
9124;Gouache
1138;Paysage
1139;Paysage
1140;Paysage
1141;Falaise
1142;Mairie de Saint-Jean-de-Luz
1143;Marine
1797;Repos
1798;Fleurs
1799;Fleurs
2509;Nu
2510;Hortensias
2511;Etude
2512;Nu
2513;Arcachon
2514;Bazas
2515;Dessin
2516;Dessin
4503;Partie de bridge
4504;Paysage de Provence
4505;Femme basque
4506;Tête d'enfant
4507;Tête d'enfant
4508;Croquis
4509;Croquis
1800;Pochade
1801;Poilu
1802;Soir
8312;Portrait de M. A. M.
8313;Les Bouleaux
8369;Portrait
8475;Le prestidigitateur
9318;Collioures
9319;Bastia
9475;Eze (paysage)
9642;Antibes
9643;Antibes
9644;Gènes
9787;Peinture
9788;Le barrio de Santiago à Avila
1965;Joie triste
1966;Le malheur
5686;Heure tranquille
5687;Maria (I.)
5688;Maria (II.)
5689;Nature morte au céladon
5690;Strélitzias
5691;Route à Orignac (Hautes-Pyrénées)
5692;Route à Montréjau (Hautes-Pyrénées)
5693;Paysage Pyrénéen (I.)
5694;Paysage Pyrénéen (II.)
5695;Maria
5696;Nu (I.)
5697;Nu (II.)
6252;Kikou se coiffant
6253;Pic du Midi (Hautes-Pyrénées)
6254;Moine Noir (Alpes Suisses)
6255;Strelitzias (Fleur du Madagascar)
6256;Nature morte au Céladon
6257;Nu I
6258;Nu II
6259;Mont des Remèdes (Hautes-Pyrénées)
6260;A Orignac (Hautes-Pyrénées)
6261;Nu III
6262;Nu IV
6263;Nu V
6264;Nu VI
8862;Peinture
2022;L'appel
5092;Paysage d'Espagne
5093;Paysage
431;Ile Saint-Honorat (La côte)
432;Sospel, vieux pont (Alpes-Maritimes)
433;Vieille rue à Menton
434;Place de l'Eglise à Menton
435;Vieilles maisons : Pouzac (Hautes-Pyrénées)
436;Entrée du Cap Martin (Alpes-Maritimes)
437;La mer au Trayas (Côte d'Azur)
438;Environs de Biarritz (Chiberta)
439;Vieilles maisons du Plessis-Piquet
440;Sous-bois à Clamart
441;Paysage vendéen (environs de Noirmoutier)
442;Hendaye : une rue dans la ville basse
443;Effet de brouillard sur la rade
444;Paysage
445;Bordeaux : Ruines du Palais-Gallien
446;Bordeaux : Place Saint-André
447;Bordeaux : Flèche de Saint-Michel
448;Bordeaux : Triptyque
1144;Sous-bois, à Canéjean
1145;Sous-bois, à Canéjean
1146;Moulin de Canéjean
1147;Côteau de Bouillac, le matin
1148;Vue de Bordeaux
1149;Vue de Bordeaux
3129;Torse (nature morte)
3130;Les masques (nature morte)
1803;Matinée d'automne en Périgord
1804;Eglise de Brantôme
1805;Chargement du foin
1806;Déchargement du foin
1807;Paysanne appartant la pâtée
3860;Paysage de Corse
3861;Paysage de Corse
3862;Lionne
3863;Poissons d'Extrême-Orient
3864;Paysage
3865;Paysage
5094;Les vieux moulins de Ramatuelle
5095;Paysage
5096;Tête de singe
5698;Peinture
5699;Peinture
6265;Têtes de chevaux
6266;Paysage Madère
6267;Paysage Corse
6268;Paysage Pyrénées
6269;Paysage neige
6270;Dessin gouaché
6271;Dessin gouaché
6822;Pins à Claouey
6823;Palanques de Piana, Corse
6824;Bretagne, Camaret (Mar)
6825;Dahlias
6826;Vieille chapelle de Laubenheim, Alsace
7450;Pins Francs
7451;La Souys
7452;Lormont
7676;Bois de Boulogne
7677;Arbres
7678;Saint-Gervais. Les 3 clochers
7679;Sur une route
8015;Portrait de brune
8016;Portrait de blonde
8476;Paysage parisien
8477;La naissance du jour à la Nouvelle-Orléans
9036;Saules à Tonneins
9037;Clairière à Fougarolles
9038;Arbre à Cénac
9039;Portrait de brune
9040;Le Saint-Esprit Aix-en-Provence
9041;Place St-Augustin
9320;Jeu d'ombres
9645;Le Printemps
5097;Le fond de verre
5700;Nature morte
6272;La bouilloire en cuivre
6273;Etude
6274;Etude
8017;Saint-Flour
8018;Château de Pesteilh (Cantal)
8314;La Dordogne à Beaulieu
8315;L'abbaye de St-Savin
8316;Nature morte
8571;Environs de Saint-Jean-Pied-de-Port
9042;Vieille rue au Croizic
9043;Bassin d'Arcachon
9044;Port de Collioure
4514;L'acrobate
4515;Vague à l'âme
756;Pierre Benoît : Le puits de Jacob, éd ornée de miniatures d'Arthur Szyk (cadre)
757;Romain Rolland : Jean-Christophe, bois dessinés et gravés par Franz Masereel (cadre)
1150;Bordeaux, porte de l'Europe Latine sur l'Atlantique (Film de Maurice-J. Champel) (AF)
1151;"L'éternelle proie. (""Exclusivités M.-J. Champel"", édit.) (AF)"
1152;"Oh ! Miss Anna ! (""Exclusivités M.-J. Champel"", édit.) (AF)"
449;La corvée du pain K. K.
450;Le cimetière des prisonniers alliés
451;Le rassemblement pour l'enterrement
452;Jours heureux
453;La gardeuse de moutons
454;La cité de Carcassonne
455;La Tour de Galle
9162;Papa est parti (1904)
9163;Sur la lagune (vers 1915)
9164;Nature morte aux harengs (1946)
9165;Nature morte à la plume rouge (1947)
9166;Nature morte au masque (1935)
9167;Nature morte aux quilles (1943)
9168;Nature morte aux coquilles (1943)
9169;Nature morte au fétiche (1945)
9170;Composition (1947)
9171;Composition (1947)
1967;Bois gravé
1968;Bois gravé
8408;Portrait composition
456;Paysage d'hiver
457;Village de Castel-Troubat
458;Château de Madoillan
459;Paysage landais
460;Vieille rue
461;Fleurs
462;Coin de place
463;Maisons de Saint-Macaire
464;Maisons de Saint-Macaire
465;Maisons de Saint-Macaire
466;Village
467;Marine
468;Paysages
1153;La rue Lepic, à Paris
1154;La dame en vert
1155;L'homme en smoking
1156;Dame blonde (Portrait)
1157;L'homme en bleu
1158;Fleurs
1159;Paysage
1808;La place de la Comédie
1809;La dame aux géraniums
1810;L'homme au gibus
1811;La dame aux fleurs
1812;La prière
1813;Marine
1814;La rue
1815;Les quais
1816;Paysage en Lot-et-Garonne
1817;Paysage en Lot-et-Garonne
1818;Paysage en Lot-et-Garonne
1819;Paysage en Lot-et-Garonne
1820;Paysage en Lot-et-Garonne
2517;Paysage de Montmartre
2518;Tapoustka
2519;Paysage Codronm
2520;Paysage
2521;Paysage
3866;Peinture
3867;Peinture
3868;Peinture
3869;Peinture
4516;Enfant à la chaise
4517;Fleurs
4518;3 Paysages, chaque 3000 f
5098;Peinture
5099;Peinture
5100;Peinture
5101;Peinture
5102;Portrait
5701;Portrait
5702;Village de Gourdon
5703;Beychevelle
5704;Beychevelle
5705;Peinture
5706;Peinture
5854;Tête de femme
5855;Tête d'enfant
6241;Super-Bagnères
6242;Super-Bagnères
6243;Paysage de Macau (Gironde)
6244;L'Escaut à Valenciennes
6245;Château Fenclou
6246;Château de Poudenas
6247;Paysage d'hiver
6248;Beaumont (Belgique)
6249;Route de Macau
6250;Paysage
6251;Paysage
6827;L'homme au shako
6828;Salers
6829;Village de Beaulieu
7255;Fleurs
7256;Paysage du Lot-et-Garonne
7680;Vallée de la Sollet (Lot-et-Garonne)
7681;Paysage de la Dordogne
8019;Paysage girondin
8020;Paysage girondin
8317;L'homme au gibus
8318;Peinture
8319;La rue sans joie
8478;Angélica
8479;Amours
8711;Femmes à la mantille
8712;Satin blanc
8913;Les amants à la fleur
9045;La dame aux fleurs
9046;Paysage (néantisme)
9321;L'homme au béret
9322;Paysage
9476;Le combat des Cro-Magnon
9477;Les amants dans la campagne
9646;Femme à la mantille
9647;Portrait
9789;Paysage
9790;La Rue sous la pluie
9791;Nu aux fleurs
9792;Etude de nu
9793;Etude de nu
2662;Panneau décoratif en fer repoussé au marteau
2663;Tête de Christ (fer repoussé)
2664;Les clochards (fer repoussé)
3377;Plat ancien (fer repoussé)
3378;Plat (japon) (fer repoussé)
3379;Cuivre repoussé
8863;La couturière
5103;Composition
5104;Paysage d'été
8835;Paysage
8836;Paysage
8572;Nature morte
9172;Barques sur la plage (1948)
5105;La jardin dans l'Ariège
5106;Sous le pommier
7594;Rassemblement de Makhraznis à l'approche de l'orage. Moyen Atlas (Maroc)
7595;Kasbah de Tamdakht (Vallée du Mellah. Haut-Atlas (Maroc))
7956;Vestiges de l'ancienne ville de Pau
9173;Les apôtres (1942)
9174;Nativité (1948)
7137;Vieille maison basque (près St-Jean-Pied-de-Port)
7138;Saint-Jean-Pied-de-Port
7139;Bordeaux. Jardin Public
7140;Bordeaux. Automne (Jardin Public)
7141;Saint-Jean-Pied-de-Port. Maison basque
7596;12 aquarelles, 1000 fr l'une
7957;Impression de Printemps
7958;Aquarelle
7959;Aquarelle
7960;Aquarelle
8573;Le Petit bossu
4519;Portrait de Pierre de Z.
4520;Lequeitio (Vizcaya)
4521;Bayonne. Champ St-Léon
4522;Bayonne. Quai des Basques
1160;Couché de soleil
1161;Marine
1162;Pins Francs
1163;Les Saules
1164;Le Peuplier
1165;Baignade à l'étang
2522;Gravières de Floirac
2523;Etude paysage
2524;Etude, portrait peint par lui-même
2525;Petite étude paysage
2526;Etude paysage, Floirac
2527;Pins francs à Gradignan
5707;Les gravières Floirac
5708;Etude paysage
5709;Etude paysage Floirac
5710;Les hauts plateaux Latresne
5711;Etude jeune pins
5712;Etude tronc de chêne
5713;Coin de plage St-Sébastien
5714;Etude paysage, Socoa
5715;Etude pins Francs
5716;Etude sous bois La Brède
5717;Cathédrale St-André
5718;Pont-de-Pierre
5719;Tête de chien, Etude
5720;Etude Portrait
1166;Peinture
1167;Peinture
1168;Peinture
1169;Peinture
1170;Peinture
1171;Peinture
1172;Peinture
1173;Peinture
1174;Peinture
1175;Peinture
1176;Peinture
1177;Peinture
6830;Orgie au XVe siècle
6831;Nu
6832;Nu
6833;Nu
6834;Marine
8186;Sur la route d'Eysines
8187;Château du Désert
8320;Composition
8321;Paysage
8322;Paysage
8480;Peinture
8574;Carnaval
8713;Composition au nu
8714;Composition au bouquet
8715;Gouache (paysage)
8716;Gouache (paysage)
8717;Gouache
8914;Composition
9047;Composition au Nu
9048;Paysage de la Gironde
9049;Paysage de Mornac
9323;Composition au nu
9324;Paysage de Charente
9325;Paysage de Gironde
9478;Espagnole
9479;Nu
9480;Cirque
9481;Nu
9482;Tête de femme
9483;Paysage
9484;Monotype
9485;Monotype
9486;Monotype
9648;Composition
9649;Nu
9650;Monotype
9651;Monotype
9794;Nul à la Dominante
9795;Cirque
9796;Monotype
9797;Monotype
653;"Paysanne périgurdine ; buste plâtre patiné"
654;"Landais ; statuette en terre-cuite"
1326;Paysanne périgourdine (Terre cuite, modèle unique)
1327;Baigneuse (Terre cuite, modèle unique)
9125;Nature morte
1821;Panneau décoratif
1178;Héroïc-harmonie (fragment), 400 fr l'exempl. 200 fr l'exempl. demi-dimension
1179;Scythe concierge (GR) 40 fr l'exmpl
2033;Apprendre
7453;Zinnias
7849;Effet de lampe
9175;Icare (1948)
1948;Projets d'architecture
6835;Feuillage
6836;Chrysanthèmes
6837;Pensées
6838;Œillets
6839;Homme sur un banc
9176;Venise. San Barnaba (1948)
4076;Vue du Jardin-Public
4077;Nature morte
4523;Les lunettes
5107;Femme en bleu
5721;Paysage
5722;Paysage
6840;Paysage de Savoie
8648;Mer à Bréat
3870;Toilette de Vénus
3871;Les meules
3872;Le chemin
3873;"""14 juillet"""
5108;Nature morte
5109;Barques sur la Grève
5351;Le Picador
7682;Espoir
8575;Plage landaise
2528;Portrait de Lia Lee
2529;Portrait de Mlle S…
2530;Petite fille au pagne
8632;La Femme à la rose
1975;Noël
5289;Fleurs
4524;Peinture
4525;Femme nue couchée
3368;Dryade (acajou)
3369;Femme au divan (bronze)
2531;Matinée au Parc
2532;Gabares
2533;A Cambes
2534;Les gondoles
2535;Aux docks
2536;Sur les quais
2537;A Cambes
2538;A Saint-Michel
2539;La grosse cloche
2540;Impression
2541;Les yachts
2542;La gare du Midi
4526;Paysage nocturne
1180;A Léognan
1181;A Gradignan
1182;A Gradignan
1183;Reflets
1184;A Lormont
1185;A Lormont
1186;A Cambes
1187;A Cambes
1188;Trois plateaux
1189;A Saint-Macaire
1190;Sous-bois
1191;A Artigues
1192;Soir
1822;Matinée
1823;Un matin à Cambes
1824;Impression
1825;Vers le soir
1826;Un ruisseau
1827;Vieille ferme
1828;A La Bastide-Cézéracq
1829;Carrières
1830;Sur les quais
1831;A Saint-Macaire
1832;A Saint-Macaire
1833;A Saint-Macaire
1834;A Lormont
1835;A La Tresne
1836;A Lormont
1837;Soir
1838;Impression
1839;Carrières
3874;La gare du Midi
3875;Aux docks
3876;A Preignac
3877;La sieste
3878;A Coussillan
3879;Ma mère
3880;A Langon
3881;A Lormont
3882;A Langoiran
4527;Printemps
4528;La marqueuse
4529;Portrait
4530;Peinture
4531;Peinture
4532;Peinture
5110;A la piscine
5111;Le kiosque à musique
5112;Une plage
5113;Les aubiers
5114;Les boutons d'or
5115;Le buisson
5116;Intimité
5117;Le chemin creux
5118;Le petit lac
5119;La neige
5120;Solitude
5121;Le soir
5723;Liseuse
5724;Eté
5725;Avant printemps
5726;L'Espace
5727;Camping
5728;Repos
5729;Promenade dans le parc
6275;Les drapeaux
6276;Eté
6277;Les meules
6278;Paysage
6279;Paysage
6841;Bordeaux
6842;Les arbres
6843;Paysage
6844;Paysage
6845;Le coteau
6846;La route
6847;Paysage
6848;Paysage
6849;Paysage
7257;Famille
7258;Jardin
7259;Avant Printemps
7683;Paysage étoilé
7684;Paysage d'automne
8021;Pique-nique
8022;Portrait
8323;Saint-Jean-de-Luz (étude)
8324;Saint-Jean-de-Luz (étude)
8325;Saint-Jean-de-Luz (étude)
8326;Intérieur
8327;Composition
8328;Composition
8329;Portrait
8481;Peinture
8576;L'Astronome
8718;Paysage du Lot
8719;Paysage du Lot
8720;Composition
8915;Composition
9050;Etude
9326;Coin d'atelier
9487;Peinture
9652;Peinture
9798;Peinture
469;Nu
470;Scène comique
471;Les pêches
472;Paysage
473;Paysage
8415;Portrait
8945;Intérieur
8946;La robe rayée
9084;Intérieur
9085;Intérieur
9086;Dessin
9087;Dessin
9327;Méditation
9328;Figures sans joie
9329;Le rideau et la lampe
9488;Un peintre
9489;La nappe de couleur
9490;Figures assises
9491;Figure assise
9492;Dessin
9493;Dessin
9653;Peinture
9654;Dessin
4533;La Manolita
4534;La songeuse
8414;Portrait
7760;Suzanne au bain
7761;Paysage
8947;Sommeil
8023;Nature morte
8024;Nature morte
8025;Paysage
9126;Rêverie
4535;Entrée au village
7850;Arums
8837;Peinture
8838;Peinture
9177;Paysage près de Venise (1948)
474;La Toussaint
475;Guignol
476;Le naufrage
477;La péniche
1193;L'entracte
1194;Intérieur
8577;Peinture
5122;Pollensa (Baléares)
5123;Paysage
5124;Nu de dos
6280;Hercule délaissant la volupté pour suivre la vertu
6281;L'Année et les mois
6282;La mer et l'île
6283;Le jour éveillant la nature
6284;La fable voulant masquer la vérité
6285;Union coloniale
6850;Le vieux mendiant
6851;Prière distraite
6852;Dimanche en Gascogne
6853;Tête de femme
8839;Paysage
8840;Portrait
7457;Vieille maison (Périgueux)
7458;Vieilles maisons (Salies-de-Béarn)
7459;Talais (Bas-Médoc)
8626;Le Printemps à Moret (1904)
1840;Nu
1841;Bouquet
2543;Femme sur une terrasse
2544;La maison provençale
5125;Négresse
1991;Deux nus assis
5126;Tête
5349;Portrait de femme
7394;Motifs exécutés en bronze pour la Galerie des Beaux-Arts de Bordeaux
8094;Mascaron. Bacchus
8095;Motif décoratif de bar
8581;Naissance de Vénus (bas-relief)
758;Œuvres de François Villon, bois de Hermann Paul (cadre)
759;François Couperin : Les folies françaises, bois de Léon Pichon, d'après les dessins de Maxime Dethomas (cadre)
